author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Самолет;developer;https://www.cian.ru/sale/flat/308648663/;Москва;sale;flat;4;14;3;78.33;11884134;2025;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;41,5 м²;12,5 м²;+74951374063;;;к20;Щербинка;Остафьево ЖК
ФСК;developer;https://www.cian.ru/sale/flat/307015947/;Москва;sale;flat;2;15;3;50.26;11927019;2025;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;33,7 м²;5 м²;+74951387180;;;к2;Солнцево;Движение. Говорово ЖК
