author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Самолет;developer;https://odintsovo.cian.ru/sale/flat/308651318/;Московская Область;sale;flat;2;9;3;82.6;25060014;2024;-1;Монолитно-кирпичный;-1;Без отделки;51,6 м²;4,8 м²;+74997048838;;;;;Заречье Парк
Абсолют Недвижимость;developer;https://odintsovo.cian.ru/sale/flat/304888158/;Московская Область;sale;flat;6;9;3;91.9;25356788;2026;-1;Монолитный;-1;Без отделки, чистовая;47,3 м²;-1;+74997046127;Заречье рп;бульвар Мещерский;;;Резиденции Сколково
Брусника;developer;https://vidnoye.cian.ru/sale/flat/306613267/;Московская Область;sale;flat;7;7;3;135.5;25200000;2026;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, предчистовая;37,9 м²;17,1 м²;+74951478711;;;;;Первый квартал
Ордер;real_estate_agent;https://reutov.cian.ru/sale/flat/301950540/;Московская Область;sale;flat;24;25;3;112.2;25450000;2012;-1;-1;-1;-1;57,2 м²;15 м²;+79163816909;;Лесная ;11;Реутов;Лесная 11
Инвест груп;developer;https://mytishchi.cian.ru/sale/flat/306505797/;Московская Область;sale;flat;9;25;3;93.5;25586848;2022;-1;Монолитный;-1;Без отделки, предчистовая, чистовая;42,4 м²;22,5 м²;+74951347266;;Новомытищинский проспект;4А;Бабушкинская;КИТ
ID 152980;realtor;https://krasnogorsk.cian.ru/sale/flat/309034496/;Московская Область;sale;flat;11;27;3;98.0;25500000;2016;-1;-1;-1;-1;-1;25 м²;+79850022145;;бульвар Красногорский;25;Волоколамская;Спасский Мост
